date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:04:47	18356/18356	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/tarteaucitron.css	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/tarteaucitron.css	(from https://plasmaadonation.web.app/)
17:04:48	66674/66674	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/tarteaucitron.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/tarteaucitron.js.html	(from https://plasmaadonation.web.app/)
17:04:48	2714/2714	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/ct	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/ct.html	(from https://plasmaadonation.web.app/)
17:04:48	2437/2437	---M-Z	200	added ('OK')	text/plain	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/f(1).txt	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/f(1).txt	(from https://plasmaadonation.web.app/)
17:04:49	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/tarteaucitron(1).css	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/tarteaucitron(1).css	(from https://plasmaadonation.web.app/)
17:04:50	2906/2906	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/tarteaucitron.en.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/tarteaucitron.en.js.html	(from https://plasmaadonation.web.app/)
17:04:50	61856/61856	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/tarteaucitron.services.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/tarteaucitron.services.js.html	(from https://plasmaadonation.web.app/)
17:04:50	11367/11367	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/logo-header.svg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/logo-header.svg	(from https://plasmaadonation.web.app/)
17:04:50	32928/32928	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/index.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/index-2.html	(from https://plasmaadonation.web.app/)
17:04:52	35866/35866	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/indexhin.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/indexhin.html	(from https://plasmaadonation.web.app/)
17:04:52	4045/4045	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/contact%20us/contact.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/contact%20us/contact.html	(from https://plasmaadonation.web.app/)
17:04:52	7642/7642	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/plasma.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/plasma.html	(from https://plasmaadonation.web.app/)
17:04:53	9208/9208	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/aftereffect.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/aftereffect.html	(from https://plasmaadonation.web.app/)
17:04:53	11690/11690	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/yourwellbeing.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/yourwellbeing.html	(from https://plasmaadonation.web.app/)
17:04:54	779073/779073	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/img-bg.svg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/img-bg.svg	(from https://plasmaadonation.web.app/)
17:04:54	3479/3479	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/volunterr.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/volunterr.html	(from https://plasmaadonation.web.app/)
17:04:56	7452/7452	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/donor.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/donor.html	(from https://plasmaadonation.web.app/)
17:04:57	6334/6334	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/patient.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/patient.html	(from https://plasmaadonation.web.app/)
17:04:57	4068093/4068093	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/pexels-liza-summer-6347727.jpg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/pexels-liza-summer-6347727.jpg	(from https://plasmaadonation.web.app/)
17:04:58	41630/41630	---M-Z	200	added ('OK')	image/png	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/register.png	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/register.png	(from https://plasmaadonation.web.app/)
17:04:59	4078004/4078004	---M-Z	200	added ('OK')	image/jpeg	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/pexels-anna-shvets-4167541.jpg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/pexels-anna-shvets-4167541.jpg	(from https://plasmaadonation.web.app/)
17:04:59	118858/118858	---M-Z	200	added ('OK')	image/png	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/match.png	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/match.png	(from https://plasmaadonation.web.app/)
17:05:00	100906/100906	---M-Z	200	added ('OK')	image/png	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/connect.png	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/connect.png	(from https://plasmaadonation.web.app/)
17:05:01	19111/19111	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/insights.html	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/insights.html	(from https://plasmaadonation.web.app/)
17:05:01	68253/68253	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/jquery.fancybox.min.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/jquery.fancybox.min.js.html	(from https://plasmaadonation.web.app/)
17:05:02	420395/420395	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/common.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/common.js.html	(from https://plasmaadonation.web.app/)
17:05:02	349/349	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/edit.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/edit.js.html	(from https://plasmaadonation.web.app/)
17:05:02	227/227	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/view.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/view.js.html	(from https://plasmaadonation.web.app/)
17:05:03	3396/3396	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/responsive-slides.js.download	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/responsive-slides.js.html	(from https://plasmaadonation.web.app/)
17:05:03	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/a	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/a	(from https://plasmaadonation.web.app/Files/jquery.js.download)
17:05:03	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/css/fonts/fontawesome-webfont.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/css/fonts/fontawesome-webfont.eot	(from https://plasmaadonation.web.app/Files/font-awesome.css)
17:05:04	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/css/fonts/fontawesome-webfont.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/css/fonts/fontawesome-webfont.woff2	(from https://plasmaadonation.web.app/Files/font-awesome.css)
17:05:04	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/css/fonts/fontawesome-webfont.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/css/fonts/fontawesome-webfont.woff	(from https://plasmaadonation.web.app/Files/font-awesome.css)
17:05:04	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/css/fonts/fontawesome-webfont.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/css/fonts/fontawesome-webfont.ttf	(from https://plasmaadonation.web.app/Files/font-awesome.css)
17:05:04	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/css/fonts/fontawesome-webfont.svg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/css/fonts/fontawesome-webfont.svg	(from https://plasmaadonation.web.app/Files/font-awesome.css)
17:05:05	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/images/responsive-slides/arrows.gif	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/images/responsive-slides/arrows.gif	(from https://plasmaadonation.web.app/Files/responsive-slides.css)
17:05:05	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.eot	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:06	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.woff2	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:06	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.ttf	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:06	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Light.generated.woff	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:07	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.eot	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:07	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.woff2	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:07	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.ttf	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:08	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Medium.generated.woff	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:08	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.eot	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:08	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.woff2	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:09	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.ttf	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:09	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/Ducasse-Bold.generated.woff	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:10	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.eot	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:10	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.woff2	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:10	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.ttf	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:10	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/custom-fonts/DINAlternate-Bold.generated.woff	(from https://plasmaadonation.web.app/Files/font-face.css)
17:05:11	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/icomoon/icomoon.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/icomoon/icomoon.eot	(from https://plasmaadonation.web.app/Files/common.css)
17:05:11	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/icomoon/icomoon.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/icomoon/icomoon.ttf	(from https://plasmaadonation.web.app/Files/common.css)
17:05:12	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/icomoon/icomoon.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/icomoon/icomoon.woff	(from https://plasmaadonation.web.app/Files/common.css)
17:05:13	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/icomoon/icomoon.svg	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/icomoon/icomoon.svg	(from https://plasmaadonation.web.app/Files/common.css)
17:05:13	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.eot	(from https://plasmaadonation.web.app/Files/common.css)
17:05:13	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.woff2	(from https://plasmaadonation.web.app/Files/common.css)
17:05:14	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.ttf	(from https://plasmaadonation.web.app/Files/common.css)
17:05:14	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Bold.generated.woff	(from https://plasmaadonation.web.app/Files/common.css)
17:05:14	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.eot	(from https://plasmaadonation.web.app/Files/common.css)
17:05:14	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.woff2	(from https://plasmaadonation.web.app/Files/common.css)
17:05:15	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.ttf	(from https://plasmaadonation.web.app/Files/common.css)
17:05:15	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Light.generated.woff	(from https://plasmaadonation.web.app/Files/common.css)
17:05:15	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.eot	(from https://plasmaadonation.web.app/Files/common.css)
17:05:16	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.woff2	(from https://plasmaadonation.web.app/Files/common.css)
17:05:16	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.ttf	(from https://plasmaadonation.web.app/Files/common.css)
17:05:16	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/ducasse/Ducasse-Medium.generated.woff	(from https://plasmaadonation.web.app/Files/common.css)
17:05:16	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.eot	(from https://plasmaadonation.web.app/Files/common.css)
17:05:16	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.woff2	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.woff2	(from https://plasmaadonation.web.app/Files/common.css)
17:05:17	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.ttf	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.ttf	(from https://plasmaadonation.web.app/Files/common.css)
17:05:17	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.woff	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Bold.generated.woff	(from https://plasmaadonation.web.app/Files/common.css)
17:05:17	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jul%202021%2003:37:47%20GMT	https://plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Light.generated.eot	E:Industrail_project/Industrail%20project/plasmaadonation.web.app/Files/fonts/montserrat/Montserrat-Light.generated.eot	(from https://plasmaadonation.web.app/Files/common.css)
